$DATA1 SOURCE='HSPICE' VERSION='N-2017.12 linux64' PARAM_COUNT=1
$OPTION MEASFORM=3
.TITLE '* -------------------------------------------------------------------'
tdelay,t_sur,td2qr,tck2qr,temper,alter#
 8.7000e-11, 8.7000e-11, 4.8091e-10, 3.9391e-10,  25.00000,1
 8.8000e-11, 8.8000e-11, 4.8099e-10, 3.9299e-10,  25.00000,1
 8.9000e-11, 8.9000e-11, 4.8116e-10, 3.9216e-10,  25.00000,1
 9.0000e-11, 9.0000e-11, 4.8130e-10, 3.9130e-10,  25.00000,1
 9.1000e-11, 9.1000e-11, 4.8161e-10, 3.9061e-10,  25.00000,1
 9.2000e-11, 9.2000e-11, 4.8190e-10, 3.8990e-10,  25.00000,1
 9.3000e-11, 9.3000e-11, 4.8243e-10, 3.8943e-10,  25.00000,1
 9.4000e-11, 9.4000e-11, 4.8273e-10, 3.8873e-10,  25.00000,1
 9.5000e-11, 9.5000e-11, 4.8319e-10, 3.8819e-10,  25.00000,1
 9.6000e-11, 9.6000e-11, 4.8368e-10, 3.8768e-10,  25.00000,1
 9.7000e-11, 9.7000e-11, 4.8417e-10, 3.8717e-10,  25.00000,1
 9.8000e-11, 9.8000e-11, 4.8469e-10, 3.8669e-10,  25.00000,1
 9.9000e-11, 9.9000e-11, 4.8535e-10, 3.8635e-10,  25.00000,1
 1.0000e-10, 1.0000e-10, 4.8578e-10, 3.8578e-10,  25.00000,1
 1.0100e-10, 1.0100e-10, 4.8645e-10, 3.8545e-10,  25.00000,1
 1.0200e-10, 1.0200e-10, 4.8706e-10, 3.8506e-10,  25.00000,1
 1.0300e-10, 1.0300e-10, 4.8766e-10, 3.8466e-10,  25.00000,1
 1.0400e-10, 1.0400e-10, 4.8834e-10, 3.8434e-10,  25.00000,1
 1.0500e-10, 1.0500e-10, 4.8900e-10, 3.8400e-10,  25.00000,1
 1.0600e-10, 1.0600e-10, 4.8964e-10, 3.8364e-10,  25.00000,1
 1.0700e-10, 1.0700e-10, 4.9044e-10, 3.8344e-10,  25.00000,1
 1.0800e-10, 1.0800e-10, 4.9102e-10, 3.8302e-10,  25.00000,1
 1.0900e-10, 1.0900e-10, 4.9160e-10, 3.8260e-10,  25.00000,1
 1.1000e-10, 1.1000e-10, 4.9251e-10, 3.8251e-10,  25.00000,1
 1.1100e-10, 1.1100e-10, 4.9308e-10, 3.8208e-10,  25.00000,1
 1.1200e-10, 1.1200e-10, 4.9374e-10, 3.8174e-10,  25.00000,1
 1.1300e-10, 1.1300e-10, 4.9448e-10, 3.8148e-10,  25.00000,1
 1.1400e-10, 1.1400e-10, 4.9523e-10, 3.8123e-10,  25.00000,1
 1.1500e-10, 1.1500e-10, 4.9597e-10, 3.8097e-10,  25.00000,1
 1.1600e-10, 1.1600e-10, 4.9682e-10, 3.8082e-10,  25.00000,1
 1.1700e-10, 1.1700e-10, 4.9768e-10, 3.8068e-10,  25.00000,1
 1.1800e-10, 1.1800e-10, 4.9841e-10, 3.8041e-10,  25.00000,1
 1.1900e-10, 1.1900e-10, 4.9916e-10, 3.8016e-10,  25.00000,1
 1.2000e-10, 1.2000e-10, 4.9990e-10, 3.7990e-10,  25.00000,1
 1.2100e-10, 1.2100e-10, 5.0064e-10, 3.7964e-10,  25.00000,1
 1.2200e-10, 1.2200e-10, 5.0151e-10, 3.7951e-10,  25.00000,1
 1.2300e-10, 1.2300e-10, 5.0222e-10, 3.7922e-10,  25.00000,1
 1.2400e-10, 1.2400e-10, 5.0311e-10, 3.7911e-10,  25.00000,1
 1.2500e-10, 1.2500e-10, 5.0392e-10, 3.7892e-10,  25.00000,1
 1.2600e-10, 1.2600e-10, 5.0473e-10, 3.7873e-10,  25.00000,1
 1.2700e-10, 1.2700e-10, 5.0544e-10, 3.7844e-10,  25.00000,1
 1.2800e-10, 1.2800e-10, 5.0639e-10, 3.7839e-10,  25.00000,1
 1.2900e-10, 1.2900e-10, 5.0721e-10, 3.7821e-10,  25.00000,1
 1.3000e-10, 1.3000e-10, 5.0805e-10, 3.7805e-10,  25.00000,1
 1.3100e-10, 1.3100e-10, 5.0877e-10, 3.7777e-10,  25.00000,1
 1.3200e-10, 1.3200e-10, 5.0970e-10, 3.7770e-10,  25.00000,1
 1.3300e-10, 1.3300e-10, 5.1058e-10, 3.7758e-10,  25.00000,1
 1.3400e-10, 1.3400e-10, 5.1150e-10, 3.7750e-10,  25.00000,1
 1.3500e-10, 1.3500e-10, 5.1230e-10, 3.7730e-10,  25.00000,1
 1.3600e-10, 1.3600e-10, 5.1305e-10, 3.7705e-10,  25.00000,1
 1.3700e-10, 1.3700e-10, 5.1416e-10, 3.7716e-10,  25.00000,1
 1.3800e-10, 1.3800e-10, 5.1492e-10, 3.7692e-10,  25.00000,1
 1.3900e-10, 1.3900e-10, 5.1578e-10, 3.7678e-10,  25.00000,1
 1.4000e-10, 1.4000e-10, 5.1668e-10, 3.7668e-10,  25.00000,1
 1.4100e-10, 1.4100e-10, 5.1753e-10, 3.7653e-10,  25.00000,1
 1.4200e-10, 1.4200e-10, 5.1843e-10, 3.7643e-10,  25.00000,1
 1.4300e-10, 1.4300e-10, 5.1933e-10, 3.7633e-10,  25.00000,1
 1.4400e-10, 1.4400e-10, 5.2025e-10, 3.7625e-10,  25.00000,1
 1.4500e-10, 1.4500e-10, 5.2108e-10, 3.7608e-10,  25.00000,1
 1.4600e-10, 1.4600e-10, 5.2206e-10, 3.7606e-10,  25.00000,1
 1.4700e-10, 1.4700e-10, 5.2297e-10, 3.7597e-10,  25.00000,1
 1.4800e-10, 1.4800e-10, 5.2385e-10, 3.7585e-10,  25.00000,1
 1.4900e-10, 1.4900e-10, 5.2479e-10, 3.7579e-10,  25.00000,1
 1.5000e-10, 1.5000e-10, 5.2579e-10, 3.7579e-10,  25.00000,1
 1.5100e-10, 1.5100e-10, 5.2659e-10, 3.7559e-10,  25.00000,1
