$DATA1 SOURCE='HSPICE' VERSION='N-2017.12 linux64' PARAM_COUNT=1
$OPTION MEASFORM=3
.TITLE '* -------------------------------------------------------------------'
tdelay,t_sur,td2qr,tck2qr,temper,alter#
 1.5200e-10, 1.5200e-10, 5.2766e-10, 3.7566e-10,  25.00000,1
 1.5300e-10, 1.5300e-10, 5.2846e-10, 3.7546e-10,  25.00000,1
 1.5400e-10, 1.5400e-10, 5.2942e-10, 3.7542e-10,  25.00000,1
 1.5500e-10, 1.5500e-10, 5.3047e-10, 3.7547e-10,  25.00000,1
 1.5600e-10, 1.5600e-10, 5.3132e-10, 3.7532e-10,  25.00000,1
 1.5700e-10, 1.5700e-10, 5.3241e-10, 3.7541e-10,  25.00000,1
 1.5800e-10, 1.5800e-10, 5.3324e-10, 3.7524e-10,  25.00000,1
 1.5900e-10, 1.5900e-10, 5.3418e-10, 3.7518e-10,  25.00000,1
 1.6000e-10, 1.6000e-10, 5.3510e-10, 3.7510e-10,  25.00000,1
 1.6100e-10, 1.6100e-10, 5.3617e-10, 3.7517e-10,  25.00000,1
 1.6200e-10, 1.6200e-10, 5.3713e-10, 3.7513e-10,  25.00000,1
 1.6300e-10, 1.6300e-10, 5.3812e-10, 3.7512e-10,  25.00000,1
 1.6400e-10, 1.6400e-10, 5.3910e-10, 3.7510e-10,  25.00000,1
 1.6500e-10, 1.6500e-10, 5.4006e-10, 3.7506e-10,  25.00000,1
 1.6600e-10, 1.6600e-10, 5.4106e-10, 3.7506e-10,  25.00000,1
 1.6700e-10, 1.6700e-10, 5.4205e-10, 3.7505e-10,  25.00000,1
 1.6800e-10, 1.6800e-10, 5.4302e-10, 3.7502e-10,  25.00000,1
 1.6900e-10, 1.6900e-10, 5.4401e-10, 3.7501e-10,  25.00000,1
 1.7000e-10, 1.7000e-10, 5.4492e-10, 3.7492e-10,  25.00000,1
 1.7100e-10, 1.7100e-10, 5.4603e-10, 3.7503e-10,  25.00000,1
 1.7200e-10, 1.7200e-10, 5.4695e-10, 3.7495e-10,  25.00000,1
 1.7300e-10, 1.7300e-10, 5.4795e-10, 3.7495e-10,  25.00000,1
 1.7400e-10, 1.7400e-10, 5.4894e-10, 3.7494e-10,  25.00000,1
 1.7500e-10, 1.7500e-10, 5.5004e-10, 3.7504e-10,  25.00000,1
 1.7600e-10, 1.7600e-10, 5.5106e-10, 3.7506e-10,  25.00000,1
 1.7700e-10, 1.7700e-10, 5.5204e-10, 3.7504e-10,  25.00000,1
 1.7800e-10, 1.7800e-10, 5.5305e-10, 3.7505e-10,  25.00000,1
 1.7900e-10, 1.7900e-10, 5.5406e-10, 3.7506e-10,  25.00000,1
 1.8000e-10, 1.8000e-10, 5.5507e-10, 3.7507e-10,  25.00000,1
 1.8100e-10, 1.8100e-10, 5.5610e-10, 3.7510e-10,  25.00000,1
 1.8200e-10, 1.8200e-10, 5.5710e-10, 3.7510e-10,  25.00000,1
 1.8300e-10, 1.8300e-10, 5.5811e-10, 3.7511e-10,  25.00000,1
 1.8400e-10, 1.8400e-10, 5.5904e-10, 3.7504e-10,  25.00000,1
 1.8500e-10, 1.8500e-10, 5.6007e-10, 3.7507e-10,  25.00000,1
 1.8600e-10, 1.8600e-10, 5.6117e-10, 3.7517e-10,  25.00000,1
 1.8700e-10, 1.8700e-10, 5.6214e-10, 3.7514e-10,  25.00000,1
 1.8800e-10, 1.8800e-10, 5.6320e-10, 3.7520e-10,  25.00000,1
 1.8900e-10, 1.8900e-10, 5.6424e-10, 3.7524e-10,  25.00000,1
 1.9000e-10, 1.9000e-10, 5.6523e-10, 3.7523e-10,  25.00000,1
 1.9100e-10, 1.9100e-10, 5.6619e-10, 3.7519e-10,  25.00000,1
 1.9200e-10, 1.9200e-10, 5.6720e-10, 3.7520e-10,  25.00000,1
 1.9300e-10, 1.9300e-10, 5.6819e-10, 3.7519e-10,  25.00000,1
 1.9400e-10, 1.9400e-10, 5.6931e-10, 3.7531e-10,  25.00000,1
 1.9500e-10, 1.9500e-10, 5.7028e-10, 3.7528e-10,  25.00000,1
 1.9600e-10, 1.9600e-10, 5.7126e-10, 3.7526e-10,  25.00000,1
 1.9700e-10, 1.9700e-10, 5.7239e-10, 3.7539e-10,  25.00000,1
 1.9800e-10, 1.9800e-10, 5.7341e-10, 3.7541e-10,  25.00000,1
 1.9900e-10, 1.9900e-10, 5.7433e-10, 3.7533e-10,  25.00000,1
 2.0000e-10, 2.0000e-10, 5.7536e-10, 3.7536e-10,  25.00000,1
 2.0100e-10, 2.0100e-10, 5.7637e-10, 3.7537e-10,  25.00000,1
 2.0200e-10, 2.0200e-10, 5.7747e-10, 3.7547e-10,  25.00000,1
 2.0300e-10, 2.0300e-10, 5.7842e-10, 3.7542e-10,  25.00000,1
 2.0400e-10, 2.0400e-10, 5.7953e-10, 3.7553e-10,  25.00000,1
 2.0500e-10, 2.0500e-10, 5.8052e-10, 3.7552e-10,  25.00000,1
 2.0600e-10, 2.0600e-10, 5.8144e-10, 3.7544e-10,  25.00000,1
 2.0700e-10, 2.0700e-10, 5.8253e-10, 3.7553e-10,  25.00000,1
 2.0800e-10, 2.0800e-10, 5.8346e-10, 3.7546e-10,  25.00000,1
 2.0900e-10, 2.0900e-10, 5.8455e-10, 3.7555e-10,  25.00000,1
 2.1000e-10, 2.1000e-10, 5.8565e-10, 3.7565e-10,  25.00000,1
 2.1100e-10, 2.1100e-10, 5.8661e-10, 3.7561e-10,  25.00000,1
 2.1200e-10, 2.1200e-10, 5.8761e-10, 3.7561e-10,  25.00000,1
 2.1300e-10, 2.1300e-10, 5.8864e-10, 3.7564e-10,  25.00000,1
 2.1400e-10, 2.1400e-10, 5.8968e-10, 3.7568e-10,  25.00000,1
 2.1500e-10, 2.1500e-10, 5.9060e-10, 3.7560e-10,  25.00000,1
 2.1600e-10, 2.1600e-10, 5.9168e-10, 3.7568e-10,  25.00000,1
 2.1700e-10, 2.1700e-10, 5.9261e-10, 3.7561e-10,  25.00000,1
 2.1800e-10, 2.1800e-10, 5.9372e-10, 3.7572e-10,  25.00000,1
 2.1900e-10, 2.1900e-10, 5.9464e-10, 3.7564e-10,  25.00000,1
 2.2000e-10, 2.2000e-10, 5.9563e-10, 3.7563e-10,  25.00000,1
 2.2100e-10, 2.2100e-10, 5.9676e-10, 3.7576e-10,  25.00000,1
 2.2200e-10, 2.2200e-10, 5.9768e-10, 3.7568e-10,  25.00000,1
 2.2300e-10, 2.2300e-10, 5.9875e-10, 3.7575e-10,  25.00000,1
 2.2400e-10, 2.2400e-10, 5.9973e-10, 3.7573e-10,  25.00000,1
 2.2500e-10, 2.2500e-10, 6.0081e-10, 3.7581e-10,  25.00000,1
 2.2600e-10, 2.2600e-10, 6.0183e-10, 3.7583e-10,  25.00000,1
 2.2700e-10, 2.2700e-10, 6.0280e-10, 3.7580e-10,  25.00000,1
 2.2800e-10, 2.2800e-10, 6.0374e-10, 3.7574e-10,  25.00000,1
 2.2900e-10, 2.2900e-10, 6.0484e-10, 3.7584e-10,  25.00000,1
 2.3000e-10, 2.3000e-10, 6.0585e-10, 3.7585e-10,  25.00000,1
 2.3100e-10, 2.3100e-10, 6.0684e-10, 3.7584e-10,  25.00000,1
 2.3200e-10, 2.3200e-10, 6.0786e-10, 3.7586e-10,  25.00000,1
 2.3300e-10, 2.3300e-10, 6.0885e-10, 3.7585e-10,  25.00000,1
 2.3400e-10, 2.3400e-10, 6.0982e-10, 3.7582e-10,  25.00000,1
 2.3500e-10, 2.3500e-10, 6.1082e-10, 3.7582e-10,  25.00000,1
 2.3600e-10, 2.3600e-10, 6.1191e-10, 3.7591e-10,  25.00000,1
 2.3700e-10, 2.3700e-10, 6.1287e-10, 3.7587e-10,  25.00000,1
 2.3800e-10, 2.3800e-10, 6.1379e-10, 3.7579e-10,  25.00000,1
 2.3900e-10, 2.3900e-10, 6.1483e-10, 3.7583e-10,  25.00000,1
 2.4000e-10, 2.4000e-10, 6.1589e-10, 3.7589e-10,  25.00000,1
 2.4100e-10, 2.4100e-10, 6.1686e-10, 3.7586e-10,  25.00000,1
 2.4200e-10, 2.4200e-10, 6.1779e-10, 3.7579e-10,  25.00000,1
 2.4300e-10, 2.4300e-10, 6.1885e-10, 3.7585e-10,  25.00000,1
 2.4400e-10, 2.4400e-10, 6.1975e-10, 3.7575e-10,  25.00000,1
 2.4500e-10, 2.4500e-10, 6.2088e-10, 3.7588e-10,  25.00000,1
 2.4600e-10, 2.4600e-10, 6.2187e-10, 3.7587e-10,  25.00000,1
 2.4700e-10, 2.4700e-10, 6.2290e-10, 3.7590e-10,  25.00000,1
 2.4800e-10, 2.4800e-10, 6.2390e-10, 3.7590e-10,  25.00000,1
 2.4900e-10, 2.4900e-10, 6.2488e-10, 3.7588e-10,  25.00000,1
 2.5000e-10, 2.5000e-10, 6.2577e-10, 3.7577e-10,  25.00000,1
 2.5100e-10, 2.5100e-10, 6.2675e-10, 3.7575e-10,  25.00000,1
 2.5200e-10, 2.5200e-10, 6.2777e-10, 3.7577e-10,  25.00000,1
 2.5300e-10, 2.5300e-10, 6.2883e-10, 3.7583e-10,  25.00000,1
 2.5400e-10, 2.5400e-10, 6.2991e-10, 3.7591e-10,  25.00000,1
 2.5500e-10, 2.5500e-10, 6.3087e-10, 3.7587e-10,  25.00000,1
 2.5600e-10, 2.5600e-10, 6.3185e-10, 3.7585e-10,  25.00000,1
 2.5700e-10, 2.5700e-10, 6.3277e-10, 3.7577e-10,  25.00000,1
 2.5800e-10, 2.5800e-10, 6.3385e-10, 3.7585e-10,  25.00000,1
 2.5900e-10, 2.5900e-10, 6.3484e-10, 3.7584e-10,  25.00000,1
 2.6000e-10, 2.6000e-10, 6.3592e-10, 3.7592e-10,  25.00000,1
 2.6100e-10, 2.6100e-10, 6.3691e-10, 3.7591e-10,  25.00000,1
 2.6200e-10, 2.6200e-10, 6.3777e-10, 3.7577e-10,  25.00000,1
 2.6300e-10, 2.6300e-10, 6.3887e-10, 3.7587e-10,  25.00000,1
 2.6400e-10, 2.6400e-10, 6.3995e-10, 3.7595e-10,  25.00000,1
 2.6500e-10, 2.6500e-10, 6.4093e-10, 3.7593e-10,  25.00000,1
 2.6600e-10, 2.6600e-10, 6.4192e-10, 3.7592e-10,  25.00000,1
 2.6700e-10, 2.6700e-10, 6.4287e-10, 3.7587e-10,  25.00000,1
 2.6800e-10, 2.6800e-10, 6.4394e-10, 3.7594e-10,  25.00000,1
 2.6900e-10, 2.6900e-10, 6.4479e-10, 3.7579e-10,  25.00000,1
 2.7000e-10, 2.7000e-10, 6.4593e-10, 3.7593e-10,  25.00000,1
 2.7100e-10, 2.7100e-10, 6.4688e-10, 3.7588e-10,  25.00000,1
 2.7200e-10, 2.7200e-10, 6.4791e-10, 3.7591e-10,  25.00000,1
 2.7300e-10, 2.7300e-10, 6.4900e-10, 3.7600e-10,  25.00000,1
 2.7400e-10, 2.7400e-10, 6.4997e-10, 3.7597e-10,  25.00000,1
 2.7500e-10, 2.7500e-10, 6.5100e-10, 3.7600e-10,  25.00000,1
 2.7600e-10, 2.7600e-10, 6.5195e-10, 3.7595e-10,  25.00000,1
 2.7700e-10, 2.7700e-10, 6.5298e-10, 3.7598e-10,  25.00000,1
 2.7800e-10, 2.7800e-10, 6.5388e-10, 3.7588e-10,  25.00000,1
 2.7900e-10, 2.7900e-10, 6.5501e-10, 3.7601e-10,  25.00000,1
 2.8000e-10, 2.8000e-10, 6.5594e-10, 3.7594e-10,  25.00000,1
 2.8100e-10, 2.8100e-10, 6.5699e-10, 3.7599e-10,  25.00000,1
 2.8200e-10, 2.8200e-10, 6.5801e-10, 3.7601e-10,  25.00000,1
 2.8300e-10, 2.8300e-10, 6.5897e-10, 3.7597e-10,  25.00000,1
 2.8400e-10, 2.8400e-10, 6.5996e-10, 3.7596e-10,  25.00000,1
 2.8500e-10, 2.8500e-10, 6.6096e-10, 3.7596e-10,  25.00000,1
 2.8600e-10, 2.8600e-10, 6.6196e-10, 3.7596e-10,  25.00000,1
 2.8700e-10, 2.8700e-10, 6.6296e-10, 3.7596e-10,  25.00000,1
 2.8800e-10, 2.8800e-10, 6.6396e-10, 3.7596e-10,  25.00000,1
 2.8900e-10, 2.8900e-10, 6.6497e-10, 3.7597e-10,  25.00000,1
 2.9000e-10, 2.9000e-10, 6.6595e-10, 3.7595e-10,  25.00000,1
 2.9100e-10, 2.9100e-10, 6.6695e-10, 3.7595e-10,  25.00000,1
 2.9200e-10, 2.9200e-10, 6.6794e-10, 3.7594e-10,  25.00000,1
 2.9300e-10, 2.9300e-10, 6.6899e-10, 3.7599e-10,  25.00000,1
 2.9400e-10, 2.9400e-10, 6.6989e-10, 3.7589e-10,  25.00000,1
 2.9500e-10, 2.9500e-10, 6.7104e-10, 3.7604e-10,  25.00000,1
 2.9600e-10, 2.9600e-10, 6.7201e-10, 3.7601e-10,  25.00000,1
 2.9700e-10, 2.9700e-10, 6.7299e-10, 3.7599e-10,  25.00000,1
 2.9800e-10, 2.9800e-10, 6.7398e-10, 3.7598e-10,  25.00000,1
 2.9900e-10, 2.9900e-10, 6.7498e-10, 3.7598e-10,  25.00000,1
 3.0000e-10, 3.0000e-10, 6.7598e-10, 3.7598e-10,  25.00000,1
