$DATA1 SOURCE='HSPICE' VERSION='N-2017.12 linux64' PARAM_COUNT=1
$OPTION MEASFORM=3
.TITLE '* -------------------------------------------------------------------'
tdelay,t_suf,td2qf,tck2qf,temper,alter#
-1.0000e-10,-1.0000e-10, 2.0299e-08, 2.0399e-08,  25.00000,1
-9.9000e-11,-9.9000e-11, 2.0300e-08, 2.0399e-08,  25.00000,1
-9.8000e-11,-9.8000e-11, 2.0301e-08, 2.0399e-08,  25.00000,1
-9.7000e-11,-9.7000e-11, 2.0302e-08, 2.0399e-08,  25.00000,1
-9.6000e-11,-9.6000e-11, 2.0303e-08, 2.0399e-08,  25.00000,1
-9.5000e-11,-9.5000e-11, 2.0304e-08, 2.0399e-08,  25.00000,1
-9.4000e-11,-9.4000e-11, 2.0305e-08, 2.0399e-08,  25.00000,1
-9.3000e-11,-9.3000e-11, 2.0306e-08, 2.0399e-08,  25.00000,1
-9.2000e-11,-9.2000e-11, 2.0307e-08, 2.0399e-08,  25.00000,1
-9.1000e-11,-9.1000e-11, 2.0308e-08, 2.0399e-08,  25.00000,1
-9.0000e-11,-9.0000e-11, 2.0309e-08, 2.0399e-08,  25.00000,1
-8.9000e-11,-8.9000e-11, 2.0310e-08, 2.0399e-08,  25.00000,1
-8.8000e-11,-8.8000e-11, 2.0311e-08, 2.0399e-08,  25.00000,1
-8.7000e-11,-8.7000e-11, 2.0312e-08, 2.0399e-08,  25.00000,1
-8.6000e-11,-8.6000e-11, 2.0313e-08, 2.0399e-08,  25.00000,1
-8.5000e-11,-8.5000e-11, 2.0314e-08, 2.0399e-08,  25.00000,1
-8.4000e-11,-8.4000e-11, 2.0315e-08, 2.0399e-08,  25.00000,1
-8.3000e-11,-8.3000e-11, 2.0316e-08, 2.0399e-08,  25.00000,1
-8.2000e-11,-8.2000e-11, 2.0317e-08, 2.0399e-08,  25.00000,1
-8.1000e-11,-8.1000e-11, 2.0318e-08, 2.0399e-08,  25.00000,1
-8.0000e-11,-8.0000e-11, 2.0319e-08, 2.0399e-08,  25.00000,1
-7.9000e-11,-7.9000e-11, 2.0319e-08, 2.0398e-08,  25.00000,1
-7.8000e-11,-7.8000e-11, 2.0321e-08, 2.0399e-08,  25.00000,1
-7.7000e-11,-7.7000e-11, 2.0321e-08, 2.0398e-08,  25.00000,1
-7.6000e-11,-7.6000e-11, 2.0323e-08, 2.0399e-08,  25.00000,1
-7.5000e-11,-7.5000e-11, 2.0324e-08, 2.0399e-08,  25.00000,1
-7.4000e-11,-7.4000e-11, 2.0325e-08, 2.0399e-08,  25.00000,1
-7.3000e-11,-7.3000e-11, 2.0326e-08, 2.0399e-08,  25.00000,1
-7.2000e-11,-7.2000e-11, 2.0326e-08, 2.0398e-08,  25.00000,1
-7.1000e-11,-7.1000e-11, 2.0328e-08, 2.0399e-08,  25.00000,1
-7.0000e-11,-7.0000e-11, 2.0329e-08, 2.0399e-08,  25.00000,1
-6.9000e-11,-6.9000e-11, 2.0330e-08, 2.0399e-08,  25.00000,1
-6.8000e-11,-6.8000e-11, 2.0331e-08, 2.0399e-08,  25.00000,1
-6.7000e-11,-6.7000e-11, 2.0331e-08, 2.0398e-08,  25.00000,1
-6.6000e-11,-6.6000e-11, 2.0333e-08, 2.0399e-08,  25.00000,1
-6.5000e-11,-6.5000e-11, 2.0334e-08, 2.0399e-08,  25.00000,1
-6.4000e-11,-6.4000e-11, 2.0335e-08, 2.0399e-08,  25.00000,1
-6.3000e-11,-6.3000e-11, 2.0336e-08, 2.0399e-08,  25.00000,1
-6.2000e-11,-6.2000e-11, 2.0337e-08, 2.0399e-08,  25.00000,1
-6.1000e-11,-6.1000e-11, 2.0338e-08, 2.0399e-08,  25.00000,1
-6.0000e-11,-6.0000e-11, 2.0339e-08, 2.0399e-08,  25.00000,1
-5.9000e-11,-5.9000e-11, 2.0339e-08, 2.0398e-08,  25.00000,1
-5.8000e-11,-5.8000e-11, 2.0341e-08, 2.0399e-08,  25.00000,1
-5.7000e-11,-5.7000e-11, 2.0342e-08, 2.0399e-08,  25.00000,1
-5.6000e-11,-5.6000e-11, 2.0343e-08, 2.0399e-08,  25.00000,1
-5.5000e-11,-5.5000e-11, 2.0344e-08, 2.0399e-08,  25.00000,1
-5.4000e-11,-5.4000e-11, 2.0345e-08, 2.0399e-08,  25.00000,1
-5.3000e-11,-5.3000e-11, 2.0346e-08, 2.0399e-08,  25.00000,1
-5.2000e-11,-5.2000e-11, 2.0346e-08, 2.0398e-08,  25.00000,1
-5.1000e-11,-5.1000e-11, 2.0347e-08, 2.0398e-08,  25.00000,1
-5.0000e-11,-5.0000e-11, 2.0348e-08, 2.0398e-08,  25.00000,1
-4.9000e-11,-4.9000e-11, 2.0349e-08, 2.0398e-08,  25.00000,1
-4.8000e-11,-4.8000e-11, 2.0351e-08, 2.0399e-08,  25.00000,1
-4.7000e-11,-4.7000e-11, 2.0351e-08, 2.0398e-08,  25.00000,1
-4.6000e-11,-4.6000e-11, 2.0353e-08, 2.0399e-08,  25.00000,1
-4.5000e-11,-4.5000e-11, 2.0354e-08, 2.0399e-08,  25.00000,1
-4.4000e-11,-4.4000e-11, 2.0355e-08, 2.0399e-08,  25.00000,1
-4.3000e-11,-4.3000e-11, 2.0356e-08, 2.0399e-08,  25.00000,1
-4.2000e-11,-4.2000e-11, 2.0357e-08, 2.0399e-08,  25.00000,1
-4.1000e-11,-4.1000e-11, 2.0358e-08, 2.0399e-08,  25.00000,1
-4.0000e-11,-4.0000e-11, 2.0359e-08, 2.0399e-08,  25.00000,1
-3.9000e-11,-3.9000e-11, 2.0360e-08, 2.0399e-08,  25.00000,1
-3.8000e-11,-3.8000e-11, 2.0361e-08, 2.0399e-08,  25.00000,1
-3.7000e-11,-3.7000e-11, 2.0362e-08, 2.0399e-08,  25.00000,1
-3.6000e-11,-3.6000e-11, 2.0363e-08, 2.0399e-08,  25.00000,1
-3.5000e-11,-3.5000e-11, 2.0364e-08, 2.0399e-08,  25.00000,1
-3.4000e-11,-3.4000e-11, 2.0365e-08, 2.0399e-08,  25.00000,1
-3.3000e-11,-3.3000e-11, 2.0365e-08, 2.0398e-08,  25.00000,1
-3.2000e-11,-3.2000e-11, 2.0367e-08, 2.0399e-08,  25.00000,1
-3.1000e-11,-3.1000e-11, 2.0368e-08, 2.0399e-08,  25.00000,1
-3.0000e-11,-3.0000e-11, 2.0369e-08, 2.0399e-08,  25.00000,1
-2.9000e-11,-2.9000e-11, 2.0370e-08, 2.0399e-08,  25.00000,1
-2.8000e-11,-2.8000e-11, 2.0371e-08, 2.0399e-08,  25.00000,1
-2.7000e-11,-2.7000e-11, 2.0372e-08, 2.0399e-08,  25.00000,1
-2.6000e-11,-2.6000e-11, 2.0373e-08, 2.0399e-08,  25.00000,1
-2.5000e-11,-2.5000e-11, 2.0374e-08, 2.0399e-08,  25.00000,1
-2.4000e-11,-2.4000e-11, 2.0374e-08, 2.0398e-08,  25.00000,1
-2.3000e-11,-2.3000e-11, 2.0376e-08, 2.0399e-08,  25.00000,1
-2.2000e-11,-2.2000e-11, 2.0376e-08, 2.0398e-08,  25.00000,1
-2.1000e-11,-2.1000e-11, 2.0377e-08, 2.0398e-08,  25.00000,1
-2.0000e-11,-2.0000e-11, 2.0378e-08, 2.0398e-08,  25.00000,1
-1.9000e-11,-1.9000e-11, 2.0380e-08, 2.0399e-08,  25.00000,1
-1.8000e-11,-1.8000e-11, 2.0381e-08, 2.0399e-08,  25.00000,1
-1.7000e-11,-1.7000e-11, 2.0382e-08, 2.0399e-08,  25.00000,1
-1.6000e-11,-1.6000e-11, 2.0383e-08, 2.0399e-08,  25.00000,1
-1.5000e-11,-1.5000e-11, 2.0384e-08, 2.0399e-08,  25.00000,1
-1.4000e-11,-1.4000e-11, 2.0385e-08, 2.0399e-08,  25.00000,1
-1.3000e-11,-1.3000e-11, 2.0386e-08, 2.0399e-08,  25.00000,1
-1.2000e-11,-1.2000e-11, 2.0387e-08, 2.0399e-08,  25.00000,1
-1.1000e-11,-1.1000e-11, 2.0388e-08, 2.0399e-08,  25.00000,1
-1.0000e-11,-1.0000e-11, 2.0389e-08, 2.0399e-08,  25.00000,1
-9.0000e-12,-9.0000e-12, 2.0390e-08, 2.0399e-08,  25.00000,1
-8.0000e-12,-8.0000e-12, 2.0391e-08, 2.0399e-08,  25.00000,1
-7.0000e-12,-7.0000e-12, 2.0391e-08, 2.0398e-08,  25.00000,1
-6.0000e-12,-6.0000e-12, 2.0392e-08, 2.0398e-08,  25.00000,1
-5.0000e-12,-5.0000e-12, 2.0394e-08, 2.0399e-08,  25.00000,1
-4.0000e-12,-4.0000e-12, 2.0395e-08, 2.0399e-08,  25.00000,1
-3.0000e-12,-3.0000e-12, 2.0396e-08, 2.0399e-08,  25.00000,1
-2.0000e-12,-2.0000e-12, 2.0396e-08, 2.0398e-08,  25.00000,1
-1.0000e-12,-1.0000e-12, 2.0398e-08, 2.0399e-08,  25.00000,1
   0.,   0., 2.0398e-08, 2.0398e-08,  25.00000,1
 1.0000e-12, 1.0000e-12, 2.0400e-08, 2.0399e-08,  25.00000,1
 2.0000e-12, 2.0000e-12, 2.0400e-08, 2.0398e-08,  25.00000,1
 3.0000e-12, 3.0000e-12, 2.0402e-08, 2.0399e-08,  25.00000,1
 4.0000e-12, 4.0000e-12, 2.0403e-08, 2.0399e-08,  25.00000,1
 5.0000e-12, 5.0000e-12, 2.0403e-08, 2.0398e-08,  25.00000,1
 6.0000e-12, 6.0000e-12, 2.0404e-08, 2.0398e-08,  25.00000,1
 7.0000e-12, 7.0000e-12, 2.0406e-08, 2.0399e-08,  25.00000,1
 8.0000e-12, 8.0000e-12, 2.0407e-08, 2.0399e-08,  25.00000,1
 9.0000e-12, 9.0000e-12, 2.0407e-08, 2.0398e-08,  25.00000,1
 1.0000e-11, 1.0000e-11, 2.0409e-08, 2.0399e-08,  25.00000,1
 1.1000e-11, 1.1000e-11, 2.0409e-08, 2.0398e-08,  25.00000,1
 1.2000e-11, 1.2000e-11, 2.0410e-08, 2.0398e-08,  25.00000,1
 1.3000e-11, 1.3000e-11, 2.0411e-08, 2.0398e-08,  25.00000,1
 1.4000e-11, 1.4000e-11, 2.0413e-08, 2.0399e-08,  25.00000,1
 1.5000e-11, 1.5000e-11, 2.0414e-08, 2.0399e-08,  25.00000,1
 1.6000e-11, 1.6000e-11, 2.0415e-08, 2.0399e-08,  25.00000,1
 1.7000e-11, 1.7000e-11, 2.0416e-08, 2.0399e-08,  25.00000,1
 1.8000e-11, 1.8000e-11, 2.0416e-08, 2.0398e-08,  25.00000,1
 1.9000e-11, 1.9000e-11, 2.0417e-08, 2.0398e-08,  25.00000,1
 2.0000e-11, 2.0000e-11, 2.0418e-08, 2.0398e-08,  25.00000,1
 2.1000e-11, 2.1000e-11, 2.0419e-08, 2.0398e-08,  25.00000,1
 2.2000e-11, 2.2000e-11, 2.0421e-08, 2.0399e-08,  25.00000,1
 2.3000e-11, 2.3000e-11, 2.0421e-08, 2.0398e-08,  25.00000,1
 2.4000e-11, 2.4000e-11, 2.0422e-08, 2.0398e-08,  25.00000,1
 2.5000e-11, 2.5000e-11, 2.0424e-08, 2.0399e-08,  25.00000,1
 2.6000e-11, 2.6000e-11, 2.0425e-08, 2.0399e-08,  25.00000,1
 2.7000e-11, 2.7000e-11, 2.0426e-08, 2.0399e-08,  25.00000,1
 2.8000e-11, 2.8000e-11, 2.0426e-08, 2.0398e-08,  25.00000,1
 2.9000e-11, 2.9000e-11, 2.0428e-08, 2.0399e-08,  25.00000,1
 3.0000e-11, 3.0000e-11, 2.0429e-08, 2.0399e-08,  25.00000,1
 3.1000e-11, 3.1000e-11, 2.0430e-08, 2.0399e-08,  25.00000,1
 3.2000e-11, 3.2000e-11, 2.0431e-08, 2.0399e-08,  25.00000,1
 3.3000e-11, 3.3000e-11, 2.0432e-08, 2.0399e-08,  25.00000,1
 3.4000e-11, 3.4000e-11, 2.0432e-08, 2.0398e-08,  25.00000,1
 3.5000e-11, 3.5000e-11, 2.0433e-08, 2.0398e-08,  25.00000,1
 3.6000e-11, 3.6000e-11, 2.0434e-08, 2.0398e-08,  25.00000,1
 3.7000e-11, 3.7000e-11, 2.0436e-08, 2.0399e-08,  25.00000,1
 3.8000e-11, 3.8000e-11, 2.0437e-08, 2.0399e-08,  25.00000,1
 3.9000e-11, 3.9000e-11, 2.0438e-08, 2.0399e-08,  25.00000,1
 4.0000e-11, 4.0000e-11, 2.0439e-08, 2.0399e-08,  25.00000,1
 4.1000e-11, 4.1000e-11, 2.0440e-08, 2.0399e-08,  25.00000,1
 4.2000e-11, 4.2000e-11, 2.0440e-08, 2.0398e-08,  25.00000,1
 4.3000e-11, 4.3000e-11, 2.0441e-08, 2.0398e-08,  25.00000,1
 4.4000e-11, 4.4000e-11, 2.0443e-08, 2.0399e-08,  25.00000,1
 4.5000e-11, 4.5000e-11, 2.0444e-08, 2.0399e-08,  25.00000,1
 4.6000e-11, 4.6000e-11, 2.0444e-08, 2.0398e-08,  25.00000,1
 4.7000e-11, 4.7000e-11, 2.0446e-08, 2.0399e-08,  25.00000,1
 4.8000e-11, 4.8000e-11, 2.0447e-08, 2.0399e-08,  25.00000,1
 4.9000e-11, 4.9000e-11, 2.0448e-08, 2.0399e-08,  25.00000,1
 5.0000e-11, 5.0000e-11, 2.0449e-08, 2.0399e-08,  25.00000,1
 5.1000e-11, 5.1000e-11, 2.0450e-08, 2.0399e-08,  25.00000,1
 5.2000e-11, 5.2000e-11, 2.0450e-08, 2.0398e-08,  25.00000,1
 5.3000e-11, 5.3000e-11, 2.0452e-08, 2.0399e-08,  25.00000,1
 5.4000e-11, 5.4000e-11, 2.0452e-08, 2.0398e-08,  25.00000,1
 5.5000e-11, 5.5000e-11, 2.0454e-08, 2.0399e-08,  25.00000,1
 5.6000e-11, 5.6000e-11, 5.8702e-10, 5.3102e-10,  25.00000,1
 5.7000e-11, 5.7000e-11, 5.4770e-10, 4.9070e-10,  25.00000,1
 5.8000e-11, 5.8000e-11, 5.3150e-10, 4.7350e-10,  25.00000,1
 5.9000e-11, 5.9000e-11, 5.2244e-10, 4.6344e-10,  25.00000,1
 6.0000e-11, 6.0000e-11, 5.1493e-10, 4.5493e-10,  25.00000,1
 6.1000e-11, 6.1000e-11, 5.0979e-10, 4.4879e-10,  25.00000,1
 6.2000e-11, 6.2000e-11, 5.0654e-10, 4.4454e-10,  25.00000,1
 6.3000e-11, 6.3000e-11, 5.0313e-10, 4.4013e-10,  25.00000,1
 6.4000e-11, 6.4000e-11, 5.0019e-10, 4.3619e-10,  25.00000,1
 6.5000e-11, 6.5000e-11, 4.9800e-10, 4.3300e-10,  25.00000,1
 6.6000e-11, 6.6000e-11, 4.9598e-10, 4.2998e-10,  25.00000,1
 6.7000e-11, 6.7000e-11, 4.9440e-10, 4.2740e-10,  25.00000,1
 6.8000e-11, 6.8000e-11, 4.9301e-10, 4.2501e-10,  25.00000,1
 6.9000e-11, 6.9000e-11, 4.9186e-10, 4.2286e-10,  25.00000,1
 7.0000e-11, 7.0000e-11, 4.9084e-10, 4.2084e-10,  25.00000,1
 7.1000e-11, 7.1000e-11, 4.8999e-10, 4.1899e-10,  25.00000,1
 7.2000e-11, 7.2000e-11, 4.8938e-10, 4.1738e-10,  25.00000,1
 7.3000e-11, 7.3000e-11, 4.8882e-10, 4.1582e-10,  25.00000,1
 7.4000e-11, 7.4000e-11, 4.8848e-10, 4.1448e-10,  25.00000,1
 7.5000e-11, 7.5000e-11, 4.8817e-10, 4.1317e-10,  25.00000,1
 7.6000e-11, 7.6000e-11, 4.8802e-10, 4.1202e-10,  25.00000,1
 7.7000e-11, 7.7000e-11, 4.8791e-10, 4.1091e-10,  25.00000,1
 7.8000e-11, 7.8000e-11, 4.8795e-10, 4.0995e-10,  25.00000,1
 7.9000e-11, 7.9000e-11, 4.8802e-10, 4.0902e-10,  25.00000,1
 8.0000e-11, 8.0000e-11, 4.8819e-10, 4.0819e-10,  25.00000,1
 8.1000e-11, 8.1000e-11, 4.8838e-10, 4.0738e-10,  25.00000,1
 8.2000e-11, 8.2000e-11, 4.8867e-10, 4.0667e-10,  25.00000,1
 8.3000e-11, 8.3000e-11, 4.8896e-10, 4.0596e-10,  25.00000,1
 8.4000e-11, 8.4000e-11, 4.8944e-10, 4.0544e-10,  25.00000,1
 8.5000e-11, 8.5000e-11, 4.8983e-10, 4.0483e-10,  25.00000,1
 8.6000e-11, 8.6000e-11, 4.9034e-10, 4.0434e-10,  25.00000,1
 8.7000e-11, 8.7000e-11, 4.9089e-10, 4.0389e-10,  25.00000,1
 8.8000e-11, 8.8000e-11, 4.9147e-10, 4.0347e-10,  25.00000,1
 8.9000e-11, 8.9000e-11, 4.9209e-10, 4.0309e-10,  25.00000,1
 9.0000e-11, 9.0000e-11, 4.9273e-10, 4.0273e-10,  25.00000,1
 9.1000e-11, 9.1000e-11, 4.9341e-10, 4.0241e-10,  25.00000,1
 9.2000e-11, 9.2000e-11, 4.9411e-10, 4.0211e-10,  25.00000,1
 9.3000e-11, 9.3000e-11, 4.9485e-10, 4.0185e-10,  25.00000,1
 9.4000e-11, 9.4000e-11, 4.9559e-10, 4.0159e-10,  25.00000,1
 9.5000e-11, 9.5000e-11, 4.9635e-10, 4.0135e-10,  25.00000,1
 9.6000e-11, 9.6000e-11, 4.9714e-10, 4.0114e-10,  25.00000,1
 9.7000e-11, 9.7000e-11, 4.9796e-10, 4.0096e-10,  25.00000,1
 9.8000e-11, 9.8000e-11, 4.9875e-10, 4.0075e-10,  25.00000,1
 9.9000e-11, 9.9000e-11, 4.9960e-10, 4.0060e-10,  25.00000,1
 1.0000e-10, 1.0000e-10, 5.0046e-10, 4.0046e-10,  25.00000,1
 1.0100e-10, 1.0100e-10, 5.0133e-10, 4.0033e-10,  25.00000,1
 1.0200e-10, 1.0200e-10, 5.0217e-10, 4.0017e-10,  25.00000,1
 1.0300e-10, 1.0300e-10, 5.0311e-10, 4.0011e-10,  25.00000,1
 1.0400e-10, 1.0400e-10, 5.0399e-10, 3.9999e-10,  25.00000,1
 1.0500e-10, 1.0500e-10, 5.0488e-10, 3.9988e-10,  25.00000,1
 1.0600e-10, 1.0600e-10, 5.0582e-10, 3.9982e-10,  25.00000,1
 1.0700e-10, 1.0700e-10, 5.0674e-10, 3.9974e-10,  25.00000,1
 1.0800e-10, 1.0800e-10, 5.0767e-10, 3.9967e-10,  25.00000,1
 1.0900e-10, 1.0900e-10, 5.0862e-10, 3.9962e-10,  25.00000,1
 1.1000e-10, 1.1000e-10, 5.0958e-10, 3.9958e-10,  25.00000,1
 1.1100e-10, 1.1100e-10, 5.1053e-10, 3.9953e-10,  25.00000,1
 1.1200e-10, 1.1200e-10, 5.1150e-10, 3.9950e-10,  25.00000,1
 1.1300e-10, 1.1300e-10, 5.1249e-10, 3.9949e-10,  25.00000,1
 1.1400e-10, 1.1400e-10, 5.1347e-10, 3.9947e-10,  25.00000,1
 1.1500e-10, 1.1500e-10, 5.1444e-10, 3.9944e-10,  25.00000,1
 1.1600e-10, 1.1600e-10, 5.1544e-10, 3.9944e-10,  25.00000,1
 1.1700e-10, 1.1700e-10, 5.1642e-10, 3.9942e-10,  25.00000,1
 1.1800e-10, 1.1800e-10, 5.1744e-10, 3.9944e-10,  25.00000,1
 1.1900e-10, 1.1900e-10, 5.1845e-10, 3.9945e-10,  25.00000,1
 1.2000e-10, 1.2000e-10, 5.1939e-10, 3.9939e-10,  25.00000,1
 1.2100e-10, 1.2100e-10, 5.2044e-10, 3.9944e-10,  25.00000,1
 1.2200e-10, 1.2200e-10, 5.2142e-10, 3.9942e-10,  25.00000,1
 1.2300e-10, 1.2300e-10, 5.2246e-10, 3.9946e-10,  25.00000,1
 1.2400e-10, 1.2400e-10, 5.2343e-10, 3.9943e-10,  25.00000,1
 1.2500e-10, 1.2500e-10, 5.2444e-10, 3.9944e-10,  25.00000,1
 1.2600e-10, 1.2600e-10, 5.2544e-10, 3.9944e-10,  25.00000,1
 1.2700e-10, 1.2700e-10, 5.2646e-10, 3.9946e-10,  25.00000,1
 1.2800e-10, 1.2800e-10, 5.2749e-10, 3.9949e-10,  25.00000,1
 1.2900e-10, 1.2900e-10, 5.2850e-10, 3.9950e-10,  25.00000,1
 1.3000e-10, 1.3000e-10, 5.2951e-10, 3.9951e-10,  25.00000,1
 1.3100e-10, 1.3100e-10, 5.3054e-10, 3.9954e-10,  25.00000,1
 1.3200e-10, 1.3200e-10, 5.3154e-10, 3.9954e-10,  25.00000,1
 1.3300e-10, 1.3300e-10, 5.3257e-10, 3.9957e-10,  25.00000,1
 1.3400e-10, 1.3400e-10, 5.3360e-10, 3.9960e-10,  25.00000,1
 1.3500e-10, 1.3500e-10, 5.3461e-10, 3.9961e-10,  25.00000,1
 1.3600e-10, 1.3600e-10, 5.3563e-10, 3.9963e-10,  25.00000,1
 1.3700e-10, 1.3700e-10, 5.3665e-10, 3.9965e-10,  25.00000,1
 1.3800e-10, 1.3800e-10, 5.3768e-10, 3.9968e-10,  25.00000,1
 1.3900e-10, 1.3900e-10, 5.3871e-10, 3.9971e-10,  25.00000,1
 1.4000e-10, 1.4000e-10, 5.3973e-10, 3.9973e-10,  25.00000,1
 1.4100e-10, 1.4100e-10, 5.4074e-10, 3.9974e-10,  25.00000,1
 1.4200e-10, 1.4200e-10, 5.4175e-10, 3.9975e-10,  25.00000,1
 1.4300e-10, 1.4300e-10, 5.4274e-10, 3.9974e-10,  25.00000,1
 1.4400e-10, 1.4400e-10, 5.4377e-10, 3.9977e-10,  25.00000,1
 1.4500e-10, 1.4500e-10, 5.4478e-10, 3.9978e-10,  25.00000,1
 1.4600e-10, 1.4600e-10, 5.4577e-10, 3.9977e-10,  25.00000,1
 1.4700e-10, 1.4700e-10, 5.4680e-10, 3.9980e-10,  25.00000,1
 1.4800e-10, 1.4800e-10, 5.4782e-10, 3.9982e-10,  25.00000,1
 1.4900e-10, 1.4900e-10, 5.4885e-10, 3.9985e-10,  25.00000,1
 1.5000e-10, 1.5000e-10, 5.4987e-10, 3.9987e-10,  25.00000,1
